model,fold,route_reward,utility_rmse
tfidf_ridge,1,0.5285161733627319,0.46474401221437417
tfidf_ridge,2,0.5321341753005981,0.46100670893001333
tfidf_ridge,3,0.5272595882415771,0.4639082880383311
tfidf_ridge,4,0.5203012824058533,0.4662154978547873
tfidf_ridge,5,0.5209788084030151,0.4662634702889463
