model,fold,route_reward,mean_performance,mean_cost,utility_rmse
qwen3_embedding_ridge,1,0.4705490521721191,0.5861561298370361,0.014248853549361229,0.36564955343633626
qwen3_embedding_ridge,2,0.47498350783036164,0.5849288105964661,0.011429478414356709,0.36329168899468395
qwen3_embedding_ridge,3,0.45563969293158657,0.5658153295516968,0.013023695908486843,0.36649088014364317
qwen3_embedding_ridge,4,0.46742434006500655,0.5815324187278748,0.013834290206432343,0.36645021886482004
qwen3_embedding_ridge,5,0.47018649356571657,0.5812868475914001,0.012305165641009808,0.3737676557625501
